Date,Open,High,Low,Close
2023.05.09 12:00,1.09635,1.09671,1.0941,1.09527
2023.05.09 16:00,1.09527,1.09724,1.09492,1.09627
2023.05.09 20:00,1.09627,1.09688,1.09468,1.09645
2023.05.10 00:00,1.09644,1.09772,1.09644,1.09761
2023.05.10 04:00,1.0976,1.09824,1.09623,1.09646
2023.05.10 08:00,1.09646,1.09647,1.09458,1.0949
2023.05.10 12:00,1.09489,1.10068,1.09414,1.09651
2023.05.10 16:00,1.09652,1.09848,1.09616,1.09824
2023.05.10 20:00,1.09823,1.0987,1.09794,1.09824
2023.05.11 00:00,1.09826,1.09981,1.09735,1.09744
2023.05.11 04:00,1.09744,1.09822,1.09241,1.093
2023.05.11 08:00,1.093,1.09382,1.0918,1.09315
2023.05.11 12:00,1.09315,1.09481,1.09,1.09155
2023.05.11 16:00,1.09155,1.0929,1.09106,1.0917
2023.05.11 20:00,1.09169,1.09199,1.09115,1.09122
2023.05.12 00:00,1.09122,1.09252,1.09122,1.09222
2023.05.12 04:00,1.09221,1.09354,1.09061,1.09076
2023.05.12 08:00,1.09076,1.09172,1.08891,1.08919
2023.05.12 12:00,1.08919,1.08973,1.08542,1.08555
2023.05.12 16:00,1.08553,1.08569,1.08484,1.08517
2023.05.12 20:00,1.08519,1.08521,1.08476,1.08477
2023.05.14 20:00,1.0861,1.08618,1.08453,1.08527
2023.05.15 00:00,1.08526,1.08643,1.0848,1.08599
2023.05.15 04:00,1.08598,1.08771,1.08572,1.08739
2023.05.15 08:00,1.08738,1.08805,1.08554,1.08775
2023.05.15 12:00,1.08775,1.08908,1.08639,1.08732
2023.05.15 16:00,1.08732,1.08788,1.08676,1.0875
2023.05.15 20:00,1.08749,1.08772,1.08727,1.08735
2023.05.16 00:00,1.08736,1.08845,1.08682,1.08824
2023.05.16 04:00,1.08823,1.08945,1.08628,1.08884
2023.05.16 08:00,1.08884,1.09046,1.0885,1.08868
2023.05.16 12:00,1.08871,1.08896,1.0855,1.08645
2023.05.16 16:00,1.08648,1.0872,1.0858,1.08628
2023.05.16 20:00,1.08628,1.08655,1.08602,1.08653
2023.05.17 00:00,1.08653,1.08736,1.08621,1.08654
2023.05.17 04:00,1.08654,1.08676,1.08312,1.08317
2023.05.17 08:00,1.08317,1.0848,1.08205,1.08251
2023.05.17 12:00,1.08249,1.08389,1.08102,1.08292
2023.05.17 16:00,1.08292,1.0849,1.08289,1.08397
2023.05.17 20:00,1.08397,1.08444,1.08347,1.08378
2023.05.18 00:00,1.08377,1.08479,1.08348,1.08398
2023.05.18 04:00,1.08398,1.08404,1.08091,1.08161
2023.05.18 08:00,1.08165,1.08221,1.08055,1.0815
2023.05.18 12:00,1.0815,1.08178,1.07631,1.07752
2023.05.18 16:00,1.07752,1.07811,1.07624,1.07739
2023.05.18 20:00,1.0774,1.07767,1.07687,1.07749
2023.05.19 00:00,1.07749,1.078,1.076,1.07683
2023.05.19 04:00,1.07683,1.0792,1.07605,1.07774
2023.05.19 08:00,1.07773,1.08091,1.07709,1.08085
2023.05.19 12:00,1.08086,1.08265,1.07821,1.08189
2023.05.19 16:00,1.08189,1.08287,1.07976,1.08059
2023.05.19 20:00,1.08059,1.08082,1.08012,1.08019
2023.05.22 00:00,1.08219,1.08298,1.08165,1.08208
2023.05.22 04:00,1.08208,1.08241,1.07955,1.08068
2023.05.22 08:00,1.08067,1.08294,1.0799,1.08217
2023.05.22 12:00,1.08216,1.08313,1.07961,1.08051
2023.05.22 16:00,1.08051,1.08216,1.08028,1.08112
2023.05.22 20:00,1.08111,1.08147,1.08063,1.08104
2023.05.23 00:00,1.08105,1.08204,1.08025,1.0808
2023.05.23 04:00,1.08079,1.08129,1.07852,1.08034
2023.05.23 08:00,1.08033,1.08079,1.07697,1.07727
2023.05.23 12:00,1.07731,1.07954,1.07629,1.07707
2023.05.23 16:00,1.07707,1.07807,1.07601,1.07674
2023.05.23 20:00,1.07675,1.07735,1.07668,1.07691
2023.05.24 00:00,1.0769,1.07797,1.07676,1.07788
2023.05.24 04:00,1.07787,1.07893,1.07702,1.07838
2023.05.24 08:00,1.07839,1.07948,1.0748,1.07807
2023.05.24 12:00,1.07807,1.08012,1.07546,1.07582
2023.05.24 16:00,1.07584,1.07658,1.07494,1.07494
2023.05.24 20:00,1.07494,1.07567,1.07421,1.07555
2023.05.25 00:00,1.07556,1.07556,1.0736,1.07374
2023.05.25 04:00,1.07374,1.07438,1.0714,1.07208
2023.05.25 08:00,1.07208,1.0738,1.07196,1.07328
2023.05.25 12:00,1.07329,1.07402,1.07073,1.07242
2023.05.25 16:00,1.07242,1.07292,1.07113,1.07206
2023.05.25 20:00,1.07207,1.07278,1.07207,1.07234
2023.05.26 00:00,1.07233,1.07385,1.07189,1.07374
2023.05.26 04:00,1.07373,1.07444,1.07252,1.07404
2023.05.26 08:00,1.07405,1.07585,1.07255,1.07524
2023.05.26 12:00,1.07525,1.07572,1.07018,1.0712
2023.05.26 16:00,1.07119,1.07327,1.07119,1.07296
2023.05.26 20:00,1.07295,1.07301,1.07218,1.07227
2023.05.28 20:00,1.07201,1.07292,1.07158,1.07214
2023.05.29 00:00,1.07214,1.07354,1.07172,1.07303
2023.05.29 04:00,1.07304,1.07434,1.07245,1.07281
2023.05.29 08:00,1.07282,1.07292,1.07104,1.07105
2023.05.29 12:00,1.07106,1.07158,1.07059,1.07138
2023.05.29 16:00,1.07138,1.07148,1.0709,1.07091
2023.05.29 20:00,1.07091,1.07128,1.07054,1.07067
2023.05.30 00:00,1.07067,1.07262,1.07013,1.07065
2023.05.30 04:00,1.07065,1.07086,1.06725,1.06902
2023.05.30 08:00,1.06901,1.07446,1.06872,1.0744
2023.05.30 12:00,1.07439,1.07465,1.07186,1.07215
2023.05.30 16:00,1.07217,1.07303,1.07141,1.07299
2023.05.30 20:00,1.07299,1.07356,1.07272,1.07316
2023.05.31 00:00,1.07316,1.07356,1.06942,1.06977
2023.05.31 04:00,1.06977,1.07006,1.06699,1.0674
2023.05.31 08:00,1.06741,1.06872,1.06585,1.06795
2023.05.31 12:00,1.06797,1.07051,1.06509,1.06525
2023.05.31 16:00,1.06527,1.0689,1.06352,1.06862
2023.05.31 20:00,1.06863,1.0697,1.06852,1.06933
2023.06.01 00:00,1.06934,1.06951,1.06802,1.0687
2023.06.01 04:00,1.0687,1.06914,1.06617,1.06701
2023.06.01 08:00,1.067,1.07155,1.06645,1.0706
2023.06.01 12:00,1.07059,1.07537,1.06845,1.07507
2023.06.01 16:00,1.07507,1.07684,1.07476,1.07624
2023.06.01 20:00,1.07625,1.07654,1.07578,1.07604
2023.06.02 00:00,1.07603,1.0769,1.07581,1.0768
2023.06.02 04:00,1.0768,1.07789,1.076,1.07618
2023.06.02 08:00,1.07617,1.0777,1.07575,1.07576
2023.06.02 12:00,1.07575,1.07709,1.07174,1.07231
2023.06.02 16:00,1.0723,1.07236,1.07055,1.07077
2023.06.02 20:00,1.07077,1.07086,1.0705,1.07063
2023.06.04 20:00,1.07098,1.07107,1.06937,1.06967
2023.06.05 00:00,1.0697,1.07045,1.06902,1.07025
2023.06.05 04:00,1.07026,1.07036,1.06832,1.06898
2023.06.05 08:00,1.06897,1.0699,1.06848,1.06896
2023.06.05 12:00,1.06895,1.07224,1.06744,1.07207
2023.06.05 16:00,1.07206,1.07211,1.07072,1.07124
2023.06.05 20:00,1.07125,1.07142,1.07072,1.07113
2023.06.06 00:00,1.07112,1.07246,1.07098,1.07159
2023.06.06 04:00,1.07161,1.07328,1.07071,1.07144
2023.06.06 08:00,1.07145,1.07149,1.06762,1.06768
2023.06.06 12:00,1.06771,1.06967,1.06669,1.06942
2023.06.06 16:00,1.06943,1.06977,1.06822,1.06918
2023.06.06 20:00,1.06919,1.06991,1.06902,1.06984
2023.06.07 00:00,1.06985,1.07043,1.06887,1.06927
2023.06.07 04:00,1.06926,1.06956,1.06682,1.0684
2023.06.07 08:00,1.06841,1.07229,1.06792,1.07154
2023.06.07 12:00,1.07153,1.07396,1.0695,1.07009
2023.06.07 16:00,1.07009,1.07065,1.06909,1.06936
2023.06.07 20:00,1.06937,1.0707,1.06937,1.07069
2023.06.08 00:00,1.0707,1.07114,1.07028,1.07082
2023.06.08 04:00,1.07082,1.0719,1.07009,1.07129
2023.06.08 08:00,1.07129,1.07393,1.07097,1.07356
2023.06.08 12:00,1.07357,1.07832,1.07333,1.07788
2023.06.08 16:00,1.07788,1.07869,1.07736,1.0779
2023.06.08 20:00,1.07789,1.07851,1.07787,1.07818
2023.06.09 00:00,1.07819,1.0785,1.07757,1.07777
2023.06.09 04:00,1.07777,1.07839,1.07674,1.07753
2023.06.09 08:00,1.07753,1.07816,1.07564,1.07732
2023.06.09 12:00,1.07732,1.07841,1.07466,1.07479
2023.06.09 16:00,1.07479,1.07523,1.07428,1.0744
2023.06.09 20:00,1.07441,1.07496,1.07438,1.07456
2023.06.11 20:00,1.07459,1.07515,1.07431,1.07499
2023.06.12 00:00,1.07499,1.07503,1.0733,1.07409
2023.06.12 04:00,1.07409,1.07722,1.0739,1.07694
2023.06.12 08:00,1.07694,1.079,1.07614,1.07629
2023.06.12 12:00,1.07629,1.07714,1.0743,1.0746
2023.06.12 16:00,1.0746,1.07634,1.07439,1.076
2023.06.12 20:00,1.07601,1.07641,1.07546,1.07622
2023.06.13 00:00,1.07621,1.07801,1.07591,1.0779
2023.06.13 04:00,1.0779,1.08075,1.0776,1.07995
2023.06.13 08:00,1.07995,1.08104,1.07919,1.07941
2023.06.13 12:00,1.07941,1.08234,1.07781,1.07911
2023.06.13 16:00,1.07912,1.08043,1.07828,1.07917
2023.06.13 20:00,1.07918,1.07931,1.07881,1.07895
2023.06.14 00:00,1.07896,1.0796,1.07856,1.07899
2023.06.14 04:00,1.07899,1.07967,1.07739,1.07896
2023.06.14 08:00,1.07895,1.08099,1.07858,1.08032
2023.06.14 12:00,1.08033,1.0858,1.08033,1.08577
2023.06.14 16:00,1.08577,1.0864,1.08013,1.08266
2023.06.14 20:00,1.08265,1.08428,1.08247,1.08427
2023.06.15 00:00,1.08427,1.08444,1.08081,1.08132
2023.06.15 04:00,1.08132,1.08288,1.08036,1.08269
2023.06.15 08:00,1.08267,1.08487,1.08177,1.08177
2023.06.15 12:00,1.08178,1.09356,1.08144,1.09326
2023.06.15 16:00,1.09326,1.09525,1.0932,1.09476
2023.06.15 20:00,1.09476,1.0951,1.09412,1.09455
2023.06.16 00:00,1.09455,1.09507,1.09354,1.09381
2023.06.16 04:00,1.09382,1.09624,1.09339,1.09426
2023.06.16 08:00,1.09425,1.09658,1.09381,1.09603
2023.06.16 12:00,1.09602,1.09704,1.09178,1.0924
2023.06.16 16:00,1.0924,1.09454,1.09239,1.09351
2023.06.16 20:00,1.09351,1.09426,1.09346,1.09376
2023.06.18 20:00,1.09302,1.09429,1.09301,1.09397
2023.06.19 00:00,1.09398,1.09462,1.09335,1.09369
2023.06.19 04:00,1.09369,1.09412,1.09249,1.09292
2023.06.19 08:00,1.09292,1.09385,1.0907,1.09211
2023.06.19 12:00,1.09212,1.09294,1.09121,1.09218
2023.06.19 16:00,1.09219,1.09261,1.09157,1.09183
2023.06.19 20:00,1.09184,1.09261,1.09174,1.09235
2023.06.20 00:00,1.09234,1.09261,1.09106,1.09197
2023.06.20 04:00,1.09197,1.09461,1.09116,1.09438
2023.06.20 08:00,1.09436,1.09447,1.09219,1.09287
2023.06.20 12:00,1.09288,1.09357,1.08921,1.08996
2023.06.20 16:00,1.08996,1.09175,1.08953,1.09126
2023.06.20 20:00,1.09126,1.09222,1.09122,1.09198
2023.06.21 00:00,1.09197,1.0921,1.09117,1.09149
2023.06.21 04:00,1.09149,1.09197,1.09058,1.09128
2023.06.21 08:00,1.09127,1.09336,1.09093,1.09242
2023.06.21 12:00,1.09241,1.09639,1.09081,1.09505
2023.06.21 16:00,1.09504,1.09899,1.09496,1.09879
2023.06.21 20:00,1.09878,1.09923,1.0982,1.09915
2023.06.22 00:00,1.09916,1.09949,1.09866,1.09929
2023.06.22 04:00,1.09928,1.09999,1.09797,1.09943
2023.06.22 08:00,1.09943,1.10122,1.09872,1.09892
2023.06.22 12:00,1.09891,1.10016,1.09522,1.09525
2023.06.22 16:00,1.09524,1.09616,1.09485,1.0958
2023.06.22 20:00,1.0958,1.09585,1.09529,1.09554
2023.06.23 00:00,1.09555,1.09585,1.09321,1.09356
2023.06.23 04:00,1.09356,1.09368,1.08532,1.08685
2023.06.23 08:00,1.08688,1.08792,1.08443,1.08761
2023.06.23 12:00,1.08762,1.09025,1.08761,1.08862
2023.06.23 16:00,1.08862,1.08962,1.08827,1.0891
2023.06.23 20:00,1.0891,1.08962,1.089,1.08905
2023.06.25 20:00,1.09042,1.0907,1.08978,1.09062
2023.06.26 00:00,1.09064,1.09097,1.08988,1.0906
2023.06.26 04:00,1.09061,1.09109,1.08955,1.09021
2023.06.26 08:00,1.09021,1.09179,1.08873,1.09177
2023.06.26 12:00,1.09176,1.092,1.09026,1.09093
2023.06.26 16:00,1.09092,1.09152,1.08999,1.09061
2023.06.26 20:00,1.0906,1.09119,1.0904,1.09099
2023.06.27 00:00,1.09097,1.0935,1.09021,1.09266
2023.06.27 04:00,1.09265,1.09414,1.09161,1.09394
2023.06.27 08:00,1.09393,1.09528,1.0926,1.09444
2023.06.27 12:00,1.09445,1.09766,1.09422,1.09598
2023.06.27 16:00,1.09598,1.09655,1.0955,1.09625
2023.06.27 20:00,1.09625,1.09632,1.09546,1.09575
2023.06.28 00:00,1.09574,1.09614,1.09421,1.09508
2023.06.28 04:00,1.09508,1.09568,1.0936,1.09525
2023.06.28 08:00,1.09525,1.09621,1.09375,1.09403
2023.06.28 12:00,1.09405,1.09445,1.08968,1.09034
2023.06.28 16:00,1.09033,1.09238,1.09029,1.09159
2023.06.28 20:00,1.0916,1.09187,1.09111,1.09151
2023.06.29 00:00,1.09151,1.09161,1.08905,1.08929
2023.06.29 04:00,1.08929,1.09206,1.08807,1.09165
2023.06.29 08:00,1.09164,1.09397,1.09104,1.09385
2023.06.29 12:00,1.09384,1.09414,1.08601,1.08804
2023.06.29 16:00,1.08803,1.08836,1.08655,1.08692
2023.06.29 20:00,1.08691,1.08695,1.0861,1.08673
2023.06.30 00:00,1.08673,1.08754,1.08602,1.08713
2023.06.30 04:00,1.08713,1.08754,1.08533,1.08563
2023.06.30 08:00,1.08562,1.08592,1.08352,1.08535
2023.06.30 12:00,1.08537,1.09317,1.08531,1.0919
2023.06.30 16:00,1.09192,1.09228,1.09092,1.09129
2023.06.30 20:00,1.0913,1.09131,1.09079,1.09095
2023.07.03 00:00,1.09075,1.09176,1.09004,1.09127
2023.07.03 04:00,1.09127,1.09181,1.08702,1.08749
2023.07.03 08:00,1.08748,1.09047,1.0873,1.08991
2023.07.03 12:00,1.08989,1.09339,1.08937,1.09181
2023.07.03 16:00,1.09181,1.09212,1.09083,1.09092
2023.07.03 20:00,1.09092,1.09153,1.09088,1.09128
2023.07.04 00:00,1.09127,1.09163,1.09024,1.09044
2023.07.04 04:00,1.09046,1.09146,1.08939,1.09027
2023.07.04 08:00,1.09028,1.09045,1.08897,1.08982
2023.07.04 12:00,1.08982,1.09074,1.08936,1.0901
2023.07.04 16:00,1.09009,1.09012,1.08809,1.08832
2023.07.04 20:00,1.08833,1.08835,1.08768,1.08824
2023.07.05 00:00,1.08827,1.08908,1.0875,1.08773
2023.07.05 04:00,1.08774,1.09078,1.08677,1.08865
2023.07.05 08:00,1.08865,1.08956,1.08662,1.0879
2023.07.05 12:00,1.0879,1.09019,1.08649,1.0867
2023.07.05 16:00,1.0867,1.0867,1.08509,1.0855
2023.07.05 20:00,1.08548,1.08571,1.0852,1.08551
2023.07.06 00:00,1.08554,1.08559,1.08399,1.084
2023.07.06 04:00,1.08401,1.08753,1.08337,1.08556
2023.07.06 08:00,1.08555,1.08977,1.08454,1.08952
2023.07.06 12:00,1.08951,1.09006,1.08338,1.08722
2023.07.06 16:00,1.08723,1.08888,1.08708,1.08883
2023.07.06 20:00,1.08883,1.08949,1.08832,1.08896
2023.07.07 00:00,1.08895,1.08915,1.08823,1.08878
2023.07.07 04:00,1.08876,1.09002,1.08717,1.08759
2023.07.07 08:00,1.08758,1.0897,1.08669,1.08875
2023.07.07 12:00,1.08878,1.09634,1.08744,1.09629
2023.07.07 16:00,1.0963,1.09731,1.09629,1.09667
2023.07.07 20:00,1.09666,1.09693,1.09646,1.09646
2023.07.10 00:00,1.0967,1.09695,1.09528,1.09559
2023.07.10 04:00,1.0956,1.09655,1.0945,1.09544
2023.07.10 08:00,1.09544,1.09733,1.09527,1.09538
2023.07.10 12:00,1.09541,1.09927,1.09434,1.099
2023.07.10 16:00,1.09899,1.10003,1.09825,1.0998
2023.07.10 20:00,1.09982,1.10058,1.09968,1.10052
2023.07.11 00:00,1.10053,1.102,1.10014,1.10173
2023.07.11 04:00,1.10173,1.10269,1.10061,1.1008
2023.07.11 08:00,1.1008,1.10155,1.0983,1.09837
2023.07.11 12:00,1.09836,1.09946,1.09768,1.09917
2023.07.11 16:00,1.09916,1.1009,1.09909,1.10062
2023.07.11 20:00,1.10062,1.10143,1.10049,1.10136
2023.07.12 00:00,1.10137,1.10334,1.10119,1.10295
2023.07.12 04:00,1.10295,1.10368,1.10206,1.10272
2023.07.12 08:00,1.10271,1.10304,1.10136,1.10147
2023.07.12 12:00,1.10149,1.11253,1.10148,1.1122
2023.07.12 16:00,1.1122,1.11403,1.11202,1.1137
2023.07.12 20:00,1.1137,1.11405,1.11268,1.11405
2023.07.13 00:00,1.11406,1.11486,1.11363,1.11456
2023.07.13 04:00,1.11456,1.11577,1.11298,1.11553
2023.07.13 08:00,1.11553,1.11778,1.11502,1.11742
2023.07.13 12:00,1.11742,1.11965,1.11615,1.11927
2023.07.13 16:00,1.11928,1.1227,1.11917,1.12263
2023.07.13 20:00,1.12262,1.12296,1.12168,1.12234
2023.07.14 00:00,1.12235,1.12429,1.12134,1.12413
2023.07.14 04:00,1.12413,1.12413,1.12041,1.12214
2023.07.14 08:00,1.12213,1.12448,1.12154,1.12242
2023.07.14 12:00,1.12243,1.12442,1.12101,1.12355
2023.07.14 16:00,1.12356,1.1243,1.12258,1.12259
2023.07.14 20:00,1.12258,1.12294,1.12231,1.12235
2023.07.17 00:00,1.12271,1.12296,1.12147,1.12264
2023.07.17 04:00,1.12263,1.1245,1.1222,1.12447
2023.07.17 08:00,1.12448,1.12487,1.12291,1.1234
2023.07.17 12:00,1.12338,1.12378,1.12033,1.1235
2023.07.17 16:00,1.12349,1.1246,1.12299,1.12436
2023.07.17 20:00,1.12438,1.12438,1.12326,1.12373
2023.07.18 00:00,1.12374,1.12559,1.12345,1.12537
2023.07.18 04:00,1.12539,1.12756,1.12403,1.12537
2023.07.18 08:00,1.12538,1.12599,1.12279,1.12532
2023.07.18 12:00,1.12533,1.12699,1.12167,1.12224
2023.07.18 16:00,1.12225,1.12309,1.12089,1.12301
2023.07.18 20:00,1.12302,1.12327,1.12251,1.12281
2023.07.19 00:00,1.12282,1.12327,1.12161,1.12261
2023.07.19 04:00,1.12262,1.12372,1.11959,1.12269
2023.07.19 08:00,1.12269,1.124,1.12099,1.12131
2023.07.19 12:00,1.12131,1.12246,1.11742,1.11937
2023.07.19 16:00,1.11939,1.12049,1.118,1.12037
2023.07.19 20:00,1.12036,1.12051,1.11961,1.12049
2023.07.20 00:00,1.12048,1.12291,1.12037,1.12258
2023.07.20 04:00,1.12259,1.12267,1.1198,1.12054
2023.07.20 08:00,1.12053,1.12166,1.11987,1.12069
2023.07.20 12:00,1.12069,1.12069,1.1132,1.11348
2023.07.20 16:00,1.11349,1.11386,1.11184,1.11318
2023.07.20 20:00,1.11319,1.1138,1.11282,1.11344
2023.07.21 00:00,1.11345,1.11417,1.11296,1.1136
2023.07.21 04:00,1.11361,1.11449,1.11248,1.11278
2023.07.21 08:00,1.11276,1.11376,1.11173,1.11182
2023.07.21 12:00,1.11183,1.11379,1.11079,1.11195
2023.07.21 16:00,1.11195,1.11302,1.11155,1.11254
2023.07.21 20:00,1.11256,1.11291,1.11236,1.11244
2023.07.24 00:00,1.11244,1.11327,1.11194,1.11255
2023.07.24 04:00,1.11254,1.11469,1.10746,1.1081
2023.07.24 08:00,1.10811,1.11091,1.10657,1.10972
2023.07.24 12:00,1.10973,1.11045,1.10691,1.1082
2023.07.24 16:00,1.10823,1.10844,1.10602,1.10602
2023.07.24 20:00,1.10602,1.10674,1.10597,1.1063
2023.07.25 00:00,1.1063,1.10815,1.10627,1.10782
2023.07.25 04:00,1.10782,1.10868,1.10687,1.1071
2023.07.25 08:00,1.10712,1.10712,1.10393,1.10493
2023.07.25 12:00,1.10492,1.10533,1.10207,1.1049
2023.07.25 16:00,1.10491,1.10546,1.10354,1.10521
2023.07.25 20:00,1.10521,1.10577,1.10485,1.10499
2023.07.26 00:00,1.105,1.1053,1.10377,1.10493
2023.07.26 04:00,1.10492,1.10748,1.10462,1.10693
2023.07.26 08:00,1.10692,1.10861,1.10598,1.10627
2023.07.26 12:00,1.10627,1.10796,1.10573,1.10767
2023.07.26 16:00,1.10767,1.11066,1.10564,1.10963
2023.07.26 20:00,1.10963,1.10965,1.10778,1.10779
2023.07.27 00:00,1.10778,1.11178,1.10774,1.11002
2023.07.27 04:00,1.11002,1.1134,1.10879,1.11284
2023.07.27 08:00,1.11284,1.11496,1.11243,1.11385
2023.07.27 12:00,1.11384,1.11389,1.09839,1.09969
2023.07.27 16:00,1.0997,1.10105,1.09658,1.09669
2023.07.27 20:00,1.09669,1.09835,1.09662,1.09781
2023.07.28 00:00,1.0978,1.09882,1.09714,1.09765
2023.07.28 04:00,1.09766,1.09911,1.09435,1.09515
2023.07.28 08:00,1.09518,1.10181,1.09477,1.10092
2023.07.28 12:00,1.10091,1.10475,1.09931,1.10383
2023.07.28 16:00,1.10382,1.1043,1.10151,1.1023
2023.07.28 20:00,1.10229,1.10235,1.10123,1.10125
2023.07.31 00:00,1.10239,1.10277,1.10091,1.10123
2023.07.31 04:00,1.10124,1.10288,1.10051,1.10196
2023.07.31 08:00,1.10198,1.10401,1.10113,1.10268
2023.07.31 12:00,1.1027,1.10458,1.10122,1.10182
2023.07.31 16:00,1.10183,1.10201,1.09937,1.09953
2023.07.31 20:00,1.09953,1.10028,1.09931,1.09966
2023.08.01 00:00,1.09967,1.10015,1.09803,1.09855
2023.08.01 04:00,1.09854,1.10002,1.097,1.09796
2023.08.01 08:00,1.09796,1.09866,1.09658,1.09755
2023.08.01 12:00,1.09755,1.09892,1.09523,1.09702
2023.08.01 16:00,1.09703,1.0985,1.09626,1.09826
2023.08.01 20:00,1.0982,1.10192,1.09805,1.10075
2023.08.02 00:00,1.10078,1.1008,1.09802,1.09868
2023.08.02 04:00,1.09869,1.10006,1.09813,1.09899
2023.08.02 08:00,1.09902,1.09927,1.09682,1.09784
2023.08.02 12:00,1.09783,1.09871,1.09178,1.09381
2023.08.02 16:00,1.09382,1.09575,1.09346,1.09396
2023.08.02 20:00,1.09394,1.09456,1.09354,1.09435
2023.08.03 00:00,1.09433,1.09492,1.09303,1.09347
2023.08.03 04:00,1.09347,1.09432,1.09138,1.0919
2023.08.03 08:00,1.09189,1.09487,1.09122,1.0935
2023.08.03 12:00,1.09349,1.09561,1.09155,1.09466
2023.08.03 16:00,1.09465,1.09628,1.09383,1.0944
2023.08.03 20:00,1.09437,1.09533,1.09436,1.0951
2023.08.04 00:00,1.09509,1.09615,1.09464,1.09542
2023.08.04 04:00,1.09543,1.09583,1.09441,1.09473
2023.08.04 08:00,1.09474,1.09527,1.09351,1.09378
2023.08.04 12:00,1.09378,1.10419,1.09349,1.10348
2023.08.04 16:00,1.10347,1.10393,1.10037,1.10076
2023.08.04 20:00,1.1007,1.10115,1.10029,1.10029
2023.08.07 00:00,1.10024,1.10117,1.09951,1.09955
2023.08.07 04:00,1.09955,1.09973,1.09708,1.09927
2023.08.07 08:00,1.09926,1.09926,1.09654,1.09839
2023.08.07 12:00,1.09841,1.10116,1.09795,1.09989
2023.08.07 16:00,1.09989,1.10101,1.09921,1.10044
2023.08.07 20:00,1.10044,1.1005,1.0999,1.10026
2023.08.08 00:00,1.10026,1.10054,1.09768,1.09818
2023.08.08 04:00,1.09817,1.10111,1.09736,1.09787
2023.08.08 08:00,1.09789,1.09872,1.09368,1.09413
2023.08.08 12:00,1.09412,1.0956,1.0929,1.09501
2023.08.08 16:00,1.09502,1.09619,1.09476,1.09571
2023.08.08 20:00,1.09571,1.09594,1.09519,1.09592
2023.08.09 00:00,1.09592,1.09707,1.09552,1.09665
2023.08.09 04:00,1.09665,1.09847,1.09633,1.09842
2023.08.09 08:00,1.09841,1.09887,1.09692,1.09698
2023.08.09 12:00,1.09699,1.09953,1.0962,1.09742
2023.08.09 16:00,1.09742,1.09916,1.09732,1.09735
2023.08.09 20:00,1.09733,1.09786,1.09712,1.09771
2023.08.10 00:00,1.09771,1.09819,1.09673,1.09791
2023.08.10 04:00,1.09791,1.10186,1.09785,1.10083
2023.08.10 08:00,1.10083,1.10296,1.10081,1.10165
2023.08.10 12:00,1.10166,1.1065,1.10076,1.10151
2023.08.10 16:00,1.10152,1.10191,1.09761,1.09791
